egrt,surname,first_name,id,simon_id,first_name_alt,surname_alt,date_of_birth,date_of_death,active_beginning,active_ending,guild,occupation_rank_1,occupation_rank_2,occupation_rank_3,occupation_rank_4,books_owned_by,made_instruments_for,made_instruments_designed_by,owned_instruments_by,supplied_instruments_to,used_instruments_by,published_books_by,edited_work_by,wrote_treatise_on_instrument_by,sold_books_by,sold_map_by,published_map_by,translated_books_by,worked_with,partnership_with,studied_with,friend_of,associated_with,visited,see_also,designed_instruments_for,sold_instruments_by,demonstrated_instruments_to,observed_experiment_by,conducted_experiment_with,tested_instruments_by,improved_instruments_designed_by,modified_instrument_by,copied_instrument_by,advertised_by,succeeded_by,son_of,brother_of,nephew_of,apprentice_of,pupil_of,patron_of,relation_of,son_in_law_of,shared_premises_with,lodged_with,referenced_by,recommended_by,disputed_with,rival_of,employed_by,pract_identity,group_id
429.2,Everard,Thomas,B5F1653D,,,,,,1683,1684,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everard Thomas B5F1653D nan nan,0
430.0,Marr,John,174BCB7F,,,Mair,,,1683,1689,,Surveyor,Teacher,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marr John 174BCB7F nan nan,15
431.0,Selden,Joseph,13717F23,735,,,,,1694,,,Mathematical Practitioner,Surveyor,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selden Joseph 13717F23 nan nan,0
432.0,Wildboare,Tobias,CA534BD3,233,,,,,1683,,,Matematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildboare Tobias CA534BD3 nan nan,0
433.0,Hindmarsh,Joseph(?),136025D3,,,,,,1684,1695,,Bookseller(?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindmarsh Joseph(?) 136025D3 nan nan,0
434.0,Liddel,George,0D7BF206,,,,,,1684,1716,,Teacher,,,,,,,,,,,,,,,,,E045341F,,,,,,,,,,,,,,,,,,E045341F,,E045341F,,,,,,,,,,B456ED04,,,Liddel George 0D7BF206 nan nan,0
435.0,Marshall,John,82F826B3,232,,,1663,1725,,,,Mathematical Instrument Maker,,,,,,,,,,,,,DE92E776,,,,,,,,CBC90ABB,,,,,2A054809,,,,,,,,,,,,7AA1682D,,,,,,,,3E88C3B5,,378D043F,,Marshall John 82F826B3 1663 1725,0
436.0,Mount,Richard,FA6E1CC5,,,,,1722,1684,,,Author,,,,,,,,,,215ACC08; 2810FCFD,,,,,3E88C3B5,,,,,,6D9F24FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Richard FA6E1CC5 nan 1722,0
437.0,Stone,William,3CCF2B81,231,,,,,1684,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone William 3CCF2B81 nan nan,28
438.0,Aland,Jonathan,E1ECCFE6,,,,,,1685,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aland Jonathan E1ECCFE6 nan nan,0
439.0,Baker,Robert,742ED76B,,,,,,1685,1712,,Mathematical Practitioner,Surveyor,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baker Robert 742ED76B nan nan,20
440.0,Jenner,Anselm,5C641AD8,230,,,,,1685,1692,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,CB9CD004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenner Anselm 5C641AD8 nan nan,0
441.0,Bardon,Claudius,397F9844,,,,,,1686,,,Teacher,,,,,,,,,,,,,,,,,ACD0A611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bardon Claudius 397F9844 nan nan,0
442.0,Harrison,Edward,C10627C5,,,,,,1686,1700,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrison Edward C10627C5 nan nan,0
443.0,Hawkins,John,3450770F,,,,,,1686,1707,,Teacher,,,,,,,,,,,,,,,,,,,,58E1B708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawkins John 3450770F nan nan,0
444.0,Long,Solomon,0FC91C7E,,,,,,1686,1691,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Solomon 0FC91C7E nan nan,0
445.0,Metre,M.,9ACE7689,,,,,,1686,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metre M. 9ACE7689 nan nan,0
446.0,Neale,Henry,85176275,2556,,,,,1686,1695,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neale Henry 85176275 nan nan,0
447.0,Saumarez,H.,40ED364B,,,,,,1686 (?),,,Engineer,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saumarez H. 40ED364B nan nan,0
448.0,Lydell,James,4EBCA9C4,229,,,,,1686,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,E4CE98D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydell James 4EBCA9C4 nan nan,0
449.0,Warner,John,591C3C81,227,,,,,1684,1722 (?),,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C15E125,,,8C15E125,,,,,,,,,,,,,,,,,Warner John 591C3C81 nan nan,37
450.0,Wilson,James,094C2445,226,,,1665,1730,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D83543CE,,,,,Wilson James 094C2445 1665 1730,0
451.0,Worgan,John,A36F42D9,236,,,,,1686,1714,,Mathematical Instrument Maker,,,,,C1E79EB2,,,,,,,,,,,,,,,,,,81A8E1DF,,,,,,,,,,,,,,,,,,,,,,D83543CE,,,,,Worgan John A36F42D9 nan nan,0
452.0,Cock,John,B1155DE3,352,,,,,1687,1695,,Craftsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cock John B1155DE3 nan nan,9
453.0,Davis,William,3C1137EE,,,,,,1687,1692,,Mathematical Practitioner,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis William 3C1137EE nan nan,0
454.0,Hailes,Thomas,D47211D0,235,,,,,1687,1692,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hailes Thomas D47211D0 nan nan,0
455.0,Holmes,Thomas,0A6C8DF4,,,,,,1687,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holmes Thomas 0A6C8DF4 nan nan,0
456.0,Cade,Simon,6EDF3F6A,853,,,,,1688,1728,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84E713D4,,,,,,,,,,,,Cade Simon 6EDF3F6A nan nan,0
457.0,Harris,John,D83543CE,,,,1667,1719,,,,Teacher,,,,,,,,,,,,,,,,,,,,1B1C8A1C,9A7F2BEB; 0DB18D37; 81A8E1DF; 7B7CE9F7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harris John D83543CE 1667 1719,38
458.0,Love,John,C1E79EB2,,,,,,1688,1711,,Surveyor,Author,,,,,,,,,,,,,,,,0BBB2CD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love John C1E79EB2 nan nan,0
459.0,Matthews,Maurice,0BBB2CD7,,,,,,1688,,,Surveyor,,,,,,,,,,,,,,,,,C1E79EB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthews Maurice 0BBB2CD7 nan nan,0
460.0,Wells,Edward,5CACE192,,,,1667,1727,,,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wells Edward 5CACE192 1667 1727,0
461.0,Whiston,William,549AB8F5,,,,1667,1752,,,,Philosopher,Teacher,,,,,,,,,,,,,,,,BD8E49F9; 7B7CE9F7; 22851917,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3F73EF5,,4C5FC921; C61E4D17,,,Whiston William 549AB8F5 1667 1752,0
462.0,Wriglesworth,William,2D9F742E,,,,,,1688,1691,,Astronomer,Astrologer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wriglesworth William 2D9F742E nan nan,0
463.0,Coggs,John,217C9C38,155,,,,,1690,1740,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,602035A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81A8E1DF,Coggs John 217C9C38 nan nan,0
464.0,Deane,William,7D8C063D,180,,,,,1690 (?),1712,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deane William 7D8C063D nan nan,0
465.0,Hodgeson,Marmaduke,DE0F4AAD,,,,,,1690,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hodgeson Marmaduke DE0F4AAD nan nan,0
466.0,Howe,John,4830E3E0,253,,,,,1690,1733,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9547C6D9,,,,,,,,,,,,,,,Howe John 4830E3E0 nan nan,23
467.0,Love,James,1C1C0EBA,,,,,,1690,1700,,Surveyor,Mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love James 1C1C0EBA nan nan,0
468.0,Marsh,Humphrey,C621AAAA,,,,,,1690,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marsh Humphrey C621AAAA nan nan,0
469.0,Parsons,John,FF62ED8E,,,,,,1690,1704,,Teacher,,,,,,,,,,,,,,,,,,,,3E88C3B5; B9F9AF5C; F0BE3A7C; F0BE3A7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsons John FF62ED8E nan nan,0
470.0,Pound,James,128A1ED7,,,,1669,1724,,,,Mathematical Practitioner,Experimentalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032C79F1,,,,,,,,,,,,,,,,,Pound James 128A1ED7 1669 1724,0
471.0,Snart,John,85F69844,324,,,,,1690,1700,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snart John 85F69844 nan nan,0
472.0,Hobbs,M.,9467E2E4,,,,,,1691,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hobbs M. 9467E2E4 nan nan,0
473.0,Scarlett,Edward,6C0D85B5,5,,,,1743,1691,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F3E2C1D1,,,,,,,2C81056A,,,,,Scarlett Edward 6C0D85B5 nan 1743,0
474.0,B.,R.,4C5FC921,,,,,,1692,1714,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. 4C5FC921 nan nan,0
475.0,England,John,EB0992F4,234,,,,,1692,1718,,Mathematical Instrument Maker,Astronomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3F73EF5; 34241F0F,,,,England John EB0992F4 nan nan,0
476.0,Keill,John,5C8252FC,,,,1671,1721,,,,Philosopher,Exerimentalist,,,,,,,,,,,,,,,,,,,,E7E1E5E0,,,,,,,,,,,,,,,,,,6AB00976,,,,,,,,,,,Keill John 5C8252FC 1671 1721,0
477.0,Nicholls,Sutton,DD8E13C3,699,,,,,1692,1731,,Engraver,,,,,,,,,,,,,,,,,0268B16E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicholls Sutton DD8E13C3 nan nan,0
478.0,Adams,John,07AF9DE2,,,,,,1693,1738,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams John 07AF9DE2 nan nan,34
479.0,Hodgson,James,9A7F2BEB,,,,1672,1755,,,,Teacher,Philosopher,,,,,,B1DFB24F,,,,,,,,,,,,,97587E93,F0BE3A7C; 0DB18D37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hodgson James 9A7F2BEB 1672 1755,0
480.0,Mann,James,0EA3FDDA,272,,,,,1693,1730,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mann James 0EA3FDDA nan nan,0
481.0,Sault,Richard,8A9A7BFE,,,,,,1693,1702,,Teacher,Algebraist,,,,,,,,,D226C5D0,,,,,,,,,,,D226C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sault Richard 8A9A7BFE nan nan,0
482.0,Alingham,William,58E1B708,,,,,,1694,1710,,Teacher,,,,,,,,,,,,,,,,,,,,,05885B4B; 3450770F; A36F42D9; 84E713D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alingham William 58E1B708 nan nan,13
483.0,Graham,George,A2D3B276,207,,,1673,1751,,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,B1DFB24F,,,57DFAACB,,,,,,,,,,,,,,,,B1DFB24F,,,,,,,,2C81056A; E7E1E5E0,,,,,Graham George A2D3B276 1673 1751,0
484.0,Grey,Stephen,A0045755,,,,,,1694,1701,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D83543CE,,,,,Grey Stephen A0045755 nan nan,0
485.0,Howard,John,731AECF2,278,,,,,1694,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard John 731AECF2 nan nan,0
487.0,Newton,Samuel,58D69031,,,,,,1694,1709,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9A7F2BEB,,,,,,,,,,,,,,,,Newton Samuel 58D69031 nan nan,0
488.0,N/a,n/a,B3512101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/a n/a B3512101 nan nan,16
489.0,White,John,43D1A1C2,,,,,,1694,1701,,Author,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White John 43D1A1C2 nan nan,0
490.0,Wilson,Henry,056C13A2,,,,1673,1741,,,,Author,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson Henry 056C13A2 1673 1741,0
491.0,Arnold,Robert,425D70FE,,,,,,1695,1712,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Robert 425D70FE nan nan,0
492.0,Cole,Benjamin,8BBEAA30,,,,,,1695,1709,,Surveyor,Cartographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Benjamin 8BBEAA30 nan nan,0
493.0,Cooke,T.,EAC2F548,276,,,,,1695,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,A36F42D9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooke T. EAC2F548 nan nan,0
494.0,Crayle,William,D437061A,,,,,,1695,,,Mathematical Instrument Maker,Clockmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crayle William D437061A nan nan,0
495.0,Carte,John,407557EC,277,,,,,1695,1703,,Clockmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carte John 407557EC nan nan,0
496.0,Watts,Isaac,8AA6DFE6,,,,1674,1748,,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watts Isaac 8AA6DFE6 1674 1748,0
497.0,Tuttell,Thomas,3F607DC2,279,,,,,1695,1702,,Mathematical Instrument Maker,,,,,E9CC1C68,,,,D0CC574B,,,,,,,,,,,,8352B776; 7FFBE835,,,,,,,,,,,,,,,,,84E713D4,,,,,,,8352B776,,,,7FFBE835,Tuttell Thomas 3F607DC2 nan nan,0
498.0,Willdey,George,95C4F1B5,280,,,,,1695,1733,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,D95D3560,AF208BB6,,,,,,,,,,,,,,,,,,,,378D043F; 85318186;,,,,,,,,,,,82F826B3,Willdey George 95C4F1B5 nan nan,0
499.0,Ditton,Humfrey,7B7CE9F7,,,,1675,1715,,,,Teacher,Philosopher,,,,,,,D83543CE,,,,,,,,,0DB18D37; 0268B16E; 549AB8F5,,,,E3F73EF5; 549AB8F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ditton Humfrey 7B7CE9F7 1675 1715,0
500.0,Glyn,Richard,9B6FBFFB,192,,Glynne,,1755,1696,,,Mathematical Instrument Maker,Clockmaker,,,,,,,,,,,,,,,,84E713D4; 7A54A59B; D95D3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyn Richard 9B6FBFFB nan 1755,0
501.0,Hatton,Edward,72454507,,,,,,1696,1714,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatton Edward 72454507 nan nan,0
502.0,Henshaw,John,406AA7BE,270,,,,,1696,1707,,Mathematical Instrument Maker,Watch-maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henshaw John 406AA7BE nan nan,0
503.0,Hodgkinson,Thomas,E5C07B2F,653,,,,,1696,,,Mathematical Practitioner,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hodgkinson Thomas E5C07B2F nan nan,0
504.0,Jones,William,1B1C8A1C,,,,1675,1749,,,,Teacher,Navigator,,,,,,,,,,,,,,,,,,,E3F73EF5; 3E88C3B5,97587E93,,D83543CE,,,,,,,,,,,,,,,,,,,,,,,,,,,Jones William 1B1C8A1C 1675 1749,0
505.0,Walpool,Thomas,849D47AF,287,,,,,1696,1715,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walpool Thomas 849D47AF nan nan,0
506.0,Dougharty,John,CC31CA9D,,,,1677,1755,,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dougharty John CC31CA9D 1677 1755,0
507.0,Rowley,John,81A8E1DF,286,,,,1728,1698,,,Mathematical Instrument Maker,Engraver,,,,C49CB32A,,,,,,,,,,,,1F26B778,,,,0DB18D37; 9A7F2BEB,,,,,,,,,A2D3B276,,A2D3B276,,,,,,,,,,,,,8352B776; 3F607DC2; D83543CE,,,,,Rowley John 81A8E1DF nan 1728,25
508.0,Ward,John,72ABE83D,,,,,,1698,1709,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward John 72ABE83D nan nan,18
509.0,Seller,Jeremiah,7A54A59B,284,,,,,1698,1707,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,D95D3560,,,,,9B6FBFFB,,,,,,,,,,,,,,,,,,,,,,,,,,,Seller Jeremiah 7A54A59B nan nan,0
510.0,Bellinger,John,29A37FD1,283 [?],,,,,1699,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellinger John 29A37FD1 nan nan,0
511.0,Hewson,John,7CE14FD7,1339,,,,,1699,1726,,Clockmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4CE98D5,,,,,,,,,,,,Hewson John 7CE14FD7 nan nan,0
513.0,Stirrop,Ralph,85318186,282,,,1678,1734,,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,378D043F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stirrop Ralph 85318186 1678 1734,0
514.0,Tipper,John,10A3A821,,,,,,1699,1713,,Navigator,Diallist,Teacher,,,,,,,,,,,,,,,,,,,5D50A77B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tipper John 10A3A821 nan nan,0
515.0,Atkinson,James,5135F3BF,19,,,,,1700,1728,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAE896FF,,,,,,,,,Atkinson James 5135F3BF nan nan,32
516.0,Bland,Joseph,296A71DF,,,,,,1700 (?),,,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bland Joseph 296A71DF nan nan,0
517.0,Brandreth,Timothy,AF208BB6,290,,,1679,,1714,,,Mathematical Instrument Maker,,,,,82F826B3,,,,,,,,,,,,,95C4F1B5,,,,,,,,,,,,,,,,,,,,378D043F; 85318186,85318186,,,,,,,,,,,Brandreth Timothy AF208BB6 1679 nan,0
518.0,Douglas,James,470CAEC9,,,,,,1700,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas James 470CAEC9 nan nan,0
519.0,Hauksbee,Francis,0DB18D37,289,,,,1713,1700,,,Mathematical Instrument Maker,Experimentalist,,,,,,,,,,,,,,,,,,,,9A7F2BEB; 549AB8F5; 7B7CE9F7; E7E1E5E0,,,,,,,,,,,,,,,,,,549AB8F5,,,,,,,D83543CE,,,,Hauksbee Francis 0DB18D37 nan 1713,0
521.0,Korne,John,EB89E4DD,303,,,,,1700,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korne John EB89E4DD nan nan,0
522.0,Lawson,John,067CBA44,,,,,,1700,1712,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawson John 067CBA44 nan nan,0
523.0,Macy,Benjamin,962FFA94,302,,,,,1700,1728,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macy Benjamin 962FFA94 nan nan,0
524.0,Martin,Michael,7122A322,,,,,,1700,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Michael 7122A322 nan nan,0
526.0,Patrick,John,DE92E776,300,,,,,1700,1710,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D83543CE,,,,,Patrick John DE92E776 nan nan,0
528.0,Fraser,John,47630FA9,627,,,,,1700,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fraser John 47630FA9 nan nan,0
529.0,Brampton,John,4E5DACA8,,,,,,1701,,,Author,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brampton John 4E5DACA8 nan nan,0
530.0,Colson,John,B9158E2A,,,,1680,1760,,,,Royal Society Fellow,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3F73EF5,,,,,Colson John B9158E2A 1680 1760,26
531.0,H.,J.,F72B3FF9,,,,,,1701,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H. J. F72B3FF9 nan nan,0
532.0,Jackson,Benjamin,506B7CF6,,,,,,1701,1714 (?),,Philosopher,Author,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Benjamin 506B7CF6 nan nan,0
533.0,Horseman,Stephen,88EBD84E,655,,,,,1702,1724,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550C3775,,,,,,,,,,,,Horseman Stephen 88EBD84E nan nan,0
534.0,Reller,Amandus,CAB619A4,,,,,,1702,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reller Amandus CAB619A4 nan nan,0
535.0,Yeff,Robert,44342917,778,,,,,1702,,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeff Robert 44342917 nan nan,0
536.0,Briant,G.,A0C5F471,,,,,,1703,,,Mathematical Instrument Maker,,,,,,,,,,,,,D226C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Briant G. A0C5F471 nan nan,0
537.0,De La Touche,Peter,F42A6FD0,,,,,,1703,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De La Touche Peter F42A6FD0 nan nan,0
538.0,Hadley,John,6FC912DB,1239,,,1682,1744,,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,0268B16E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadley John 6FC912DB 1682 1744,0
539.0,Hyvee,Ryner,8B0127E2,,,,,,1703,1704,,Teacher,Astromomer,Astrologer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyvee Ryner 8B0127E2 nan nan,0
540.0,Moss,William,DDA42E3A,,,,,,1703,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moss William DDA42E3A nan nan,0
541.0,Nelson,Joseph,C6DDA5CA,,,,,,1703,1708,,Mathematical Practitioner,Surveyor,Meteorologer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson Joseph C6DDA5CA nan nan,0
542.0,Pepper,Joseph,CF0BE61F,,,,,,1703,1715,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepper Joseph CF0BE61F nan nan,0
543.0,Baldwin,Edward,80C8FDA5,,,,,,1704,,,Teacher,Navigator,Salesman,,,,,,,,,,,77FB7497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin Edward 80C8FDA5 nan nan,0
544.0,Cotes,Roger,BD8E49F9,,,,1683,1717,,,,Teacher,Philosopher,Astronomer,,,,,,,,,,,,,,,,,,E3F73EF5,549AB8F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotes Roger BD8E49F9 1683 1717,0
545.0,Desaguliers,John Theophilus,E7E1E5E0,,,,1683,1744,,,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,0DB18D37,,,,,,,,,,,,,,,,,,5C8252FC,,,,,,,,,,,Desaguliers John Theophilus E7E1E5E0 1683 1744,0
546.0,Kelly,Joshua,8E24D8EB,,,,,,1704,1733,,Teacher,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly Joshua 8E24D8EB nan nan,0
